username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
saddamscribe,"Native Texan, University of Houston graduate, journalist, war correspondent and camping enthusiast covering military and veterans for SA Express-News/Hearst.",San Antonio,1840,2297,16479,2009-07-28 20:46:56,2020-11-13 15:26:14,4,"Joe Biden’s victory does not mean the US economy will succumb to a socialist, eco-dictatorship. COVID-19 is the clear and present danger, and we need to act now to save lives and businesses. https://t.co/fNjHkjREsP @HoustonChron #txlege",[]
awsomepossum,"#MAGA #TRUMP2020 #Conservative
Christian, Proud Okie","Oklahoma City, OK",1575,768,6161,2018-02-12 20:24:42,2020-11-13 15:26:14,1147,"Covid-19?   

It is not nearly as frightening as Biden/Harris-20.",[]
GESPGhana,GESP (2018-2021) aims at contributing to inclusive and equitable growth in Ghana by strengthening social protection and employment systems.,"Accra, Ghana",260,85,146,2019-08-03 11:32:56,2020-11-13 15:26:14,16,"Ghana’s Covid-19 cases as at 10th November, 2020

Visit https://t.co/IW9gCmy3wm for the details https://t.co/NIt7CgWjaQ",[]
mlepp3,,,153,19,1468,2016-08-15 15:31:20,2020-11-13 15:26:14,20315,"Instead of fighting to defeat the COVID-19 pandemic that has killed over 242,000 Americans, the Trump administration is spending its final days in office fighting a bogus voter ""fraud"" problem that does not exist. Pathetic. The Biden-Harris Administration cannot come soon enough.",[]
KA_Garthwaite,Lecturer & researcher | Charitable food provision | Poverty | Stigma | @CovidRealities | @IFAN_UK trustee | @LUFC 💛💙 | Own views | She/Her,Evenwood / Birmingham,912,3479,9018,2012-10-28 20:00:52,2020-11-13 15:26:14,8,"Running this workshop on adapting research to COVID-19. All @spsgradschool @uoessps staff &amp; students welcome. Listen to my learnings, mistakes, things I'd wish I'd known. Esp useful for those researching marginalised groups/sensitive topics during pandemic
https://t.co/VI02ZB2k7w",[]
__syahir,,,595,852,75406,2013-02-06 08:36:59,2020-11-13 15:26:13,1231,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
Ham87365168,,"The Woodlands, TX",0,0,479620,2019-02-02 12:23:46,2020-11-13 15:26:13,13,"More than 151,800 people have died in #Iran after contracting #COVID-19 according to #MEK which has been closely monitoring the health crisis since the beginning. https://t.co/wFZsGXwEu0","[{'text': 'Iran', 'indices': [52, 57]}, {'text': 'COVID', 'indices': [76, 82]}, {'text': 'MEK', 'indices': [99, 103]}]"
BonnieNeidhardt,,,25,41,7718,2011-11-12 23:54:49,2020-11-13 15:26:13,646,Alaska congressman who ridiculed coronavirus now says he has COVID-19 https://t.co/Fxkwackvh3 https://t.co/FfHM1iePiA,[]
Chekwume_,Chelsea💙,in the beninging,823,1526,89420,2011-07-17 22:48:33,2020-11-13 15:26:13,198,OFFICIAL: The Egyptian FA have confirmed Mohamed Salah has tested positive for COVID-19. https://t.co/dRcD5xR7O1,[]
ItsMarieMcCurdy,"Author. Veteran. Fur mom. Ex-journalist. Sometimes contributor at Purple Veteran.

She/her

ON DUTY - erotic short on sale: https://t.co/2ekberaPMq",,856,563,7166,2018-04-16 15:51:51,2020-11-13 15:26:13,2077,"55 people attended a wedding reception in Maine in August, and 1 of them had Covid. Over the next 38 days, the virus spread to 176 other people and 7 of them died.

None of the victims who lost their lives had attended the reception. https://t.co/bRLWJas4lh",[]
faejilly,"writer friend & 'unspooling multidirectional disaster' | she/her | 
🔞 | 🦑🐙💙","Eastern Time Zone, USA",356,390,10116,2018-06-05 07:19:31,2020-11-13 15:26:13,68,COVID-19 is a harsh but accurate #systemsthinking teacher. A thread.,"[{'text': 'systemsthinking', 'indices': [48, 64]}]"
TheKip314,"Foul Weather Fan. Fantasy Footballer, proud owner of a 2002 Toyota Camry, human of Earth. Wear a damn mask. Fuck Trump. Go Cubs Go.","Iowa, USA",1560,113,4103,2011-05-28 12:12:18,2020-11-13 15:26:13,7,It was among the more disgraceful moments from @IAGovernor's #COVID19 news conferences. Video: https://t.co/UZ4dOKODmL https://t.co/1tQEMMmxSj,"[{'text': 'COVID19', 'indices': [78, 86]}]"
queaqmal,#YNWA #RakyatJagaRakyat,"Amsterdam, The Netherlands",445,912,63815,2012-12-07 15:35:35,2020-11-13 15:26:13,1231,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
frankTimmons16,Recovery Pastor Celebrate Recovery Inside,,236,14,195,2020-05-22 13:44:07,2020-11-13 15:26:13,499,"Please, don't travel for the Holidays. We are at the very beginning of a gargantuan surge in #COVID19 in the U.S. https://t.co/RXzJOlEIPn","[{'text': 'COVID19', 'indices': [113, 121]}]"
pauljames420191,Palace fanatic and Bromley fc fan. Animal lover especially Dogs. Was formerly Pauljam42019686,Sth london / kent borders. ,547,249,5918,2020-03-15 05:33:12,2020-11-13 15:26:13,0,"@MonTheGers1872 @SkyNews Good grief thats an extremely black and white look at it. So it hasn’t occurred to you that there just isn’t the jobs out there? Or the fact there will be even more unemployed due to covid -19?. No , hit the scummy people and companies at the top who avoid paying the real taxes😡",[]
viralvideovlogs,"news news news and trends

https://t.co/2ScZqTGWgG",കേരളം,4650,4437,404236,2018-01-13 18:33:01,2020-11-13 15:26:13,45,"There appears to be a glitch in the simulation!

@ElonMusk has called into question the authenticity of #COVID19 tests, after claiming that results showed he tested positive twice and then negative twice – all on the same day 

https://t.co/SjSqJ3kspS https://t.co/VIJLi07yrt","[{'text': 'COVID19', 'indices': [116, 124]}]"
Mike12767,Jewish Telegraph deputy editor. Manchester City FC season ticket holder. Occasionally found at Swindon Town. Music lover. All views are my own,"ÜT: 53.624834,-2.436314",3041,1271,4385,2010-05-07 16:24:34,2020-11-13 15:26:13,0,Most people panic buy toilet paper and pasta. My wife has panic bought two oxygen concentrators #lockdown2uk #COVID19 #coronavirus,"[{'text': 'lockdown2uk', 'indices': [96, 108]}, {'text': 'COVID19', 'indices': [109, 117]}, {'text': 'coronavirus', 'indices': [118, 130]}]"
tonywpy27,"IT Pro Not byPrivilege CIO,MSIT,MBA,BBA,BA 
Live2Fish/LuvMyBlackGurl Momma & Da Q's
UnivOfDC#1 UTAustin BlueHen UMUC
Dept of Commerce Exec Ldrshp Dev. AFRES",,2849,561,83766,2014-10-11 20:18:29,2020-11-13 15:26:13,51,"Doctors close to President-elect Joe Biden’s transition team are working to develop their own plans to mass distribute a coronavirus vaccine, concerned that Trump administration planning will leave them underprepared when he leaves office w @GeoffRBennett  https://t.co/QcTwVpuLMw",[]
IamTopsy4real,Sport| Business| politics |footballpundit| football commentator|I speak fluent sarcasm| I wish twitter had a dislike button.follow me before i get rich & famous,planet Earth ,1315,969,18099,2015-02-12 18:40:20,2020-11-13 15:26:13,0,Liverpool vs Leicester city . Mo salah tested Postive for COVID -19 postive https://t.co/897oHngLFg,[]
Aaron_Waters,"President, Knowsley Conservatives | Prospective Solicitor & English Lit Academic | Writing/Politics | BA, LLB (@LIVUNI), MA (@UCL), PGDipLPC (@BPP) | #CANZUK","Liverpool, England",170,983,303,2009-03-24 20:58:26,2020-11-13 15:26:12,0,"Whatever #Liverpool has done in the last month, it has done it right. #Covid19 cases down from 700+ per 100k to 279 cases per 100k today. 
https://t.co/boSvwK5ad9","[{'text': 'Liverpool', 'indices': [9, 19]}, {'text': 'Covid19', 'indices': [70, 78]}]"
Marcvondem,"Father, grandfather. I believe in science. progressive agenda. vote person not party. college education. big UFC fan. Retired. Trump is a traitor &must go.","Indiana, USA",424,131,16617,2020-04-16 12:55:41,2020-11-13 15:26:12,0,Trump acting like covid-19 isn't dangerous is just like the GOPs denial about global warming. And while millions die from both the GOP and their cronies just keep getting richer off the deaths of the less fortunate. That's just what they do. That's why they use voter suppression https://t.co/V1h0o6AJNp,[]
MariaCabadas,"Periodista made in Mexico, alérgica a la 4T y cafeinómana compulsiva. ⚠️❌ Cuenta no apta para chairos, amlovers, mascotas, #CacaLovers o whatever. ☕️🍩🖥📕🖊",Cittá del Messico,2702,2919,512527,2010-05-17 05:18:01,2020-11-13 15:26:12,6,"Measles infections surged to a global 23-year high in 2019, and a new report is warning that millions more are at risk this year after the #COVID19 pandemic disrupted immunisation programmes https://t.co/uhUFwhthBh",[]
bcerni,"Within Every Man&Woman is a Force That Directs&Controls The Entire Course of Life. Properly Used, It Can Heal Every Affliction&Ailment We May Have. I. Regardie.",Southern Europe,778,830,11168,2009-11-19 19:52:28,2020-11-13 15:26:12,47,"There appears to be a glitch in the simulation!

@ElonMusk has called into question the authenticity of #COVID19 tests, after claiming that results showed he tested positive twice and then negative twice – all on the same day 

https://t.co/SjSqJ3kspS https://t.co/VIJLi07yrt","[{'text': 'COVID19', 'indices': [116, 124]}]"
YossaSuwita,Ams 13:4,"Salatiga, Jawa Tengah",185,115,3380,2017-07-28 21:16:30,2020-11-13 15:26:12,1231,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
nansnet2,Retired Paramedic WCFD,"Norwalk, CT",332,278,46184,2013-04-05 16:54:22,2020-11-13 15:26:12,39,Biden Covid-19 team member: We need to hit over 90% mask compliance to curve the pandemic. https://t.co/oyOUA1dpvp,[]
Hauntedh8,,,37,2,1000,2010-02-13 18:31:53,2020-11-13 15:26:12,365,"NEW: Supreme Court Justice Alito said in recent remarks that the COVID-19 pandemic has caused ""previously unimaginable"" restrictions on liberty and warned that the US must prevent the freedom of speech ""from becoming a second-tier constitutional right."" https://t.co/sBcLadvMS3",[]
NimerSports,MLB Sports NFL NHL WWE NBA Olympics,"Skokie, IL",910,198,43695,2014-12-29 00:04:04,2020-11-13 15:26:12,25,"Liverpool’s Mohamed Salah has tested positive for COVID-19 while on international duty, the Egyptian FA has confirmed https://t.co/6aGATpFxi7",[]
salma_imam,"PediatricIan
Believes in Justice & Equality  
RT are not endorsement","Karachi, Pakistan",21,169,19811,2015-01-18 12:35:01,2020-11-13 15:26:12,5,"Take extra care of yourself, don’t worry what others are doing.
#COVID19","[{'text': 'COVID19', 'indices': [81, 89]}]"
Shimmy4404,#MedicareforAll #Fightfor15 #Healthcareisaright #Taxtherich,,871,517,20732,2012-05-02 02:19:59,2020-11-13 15:26:11,0,@GovernorTomWolf PLEASE HELP US! MY WIFE WORKS AT A SCHOOL IN DELCO &amp; THE SCHOOL HAS FORCED HER TO RETURN TO WORK UNDER THREAT OF LOSING HER JOB! PLEASE SHUT DOWN THE SCHOOLS SO THESE MONSTERS CANT FORCE HER TO RISK HER LIFE! #COVID19 #coronavirus #COVID #COVIDー19 #Pennsylvania,"[{'text': 'COVID19', 'indices': [230, 238]}, {'text': 'coronavirus', 'indices': [239, 251]}, {'text': 'COVID', 'indices': [252, 258]}, {'text': 'COVIDー19', 'indices': [259, 268]}, {'text': 'Pennsylvania', 'indices': [269, 282]}]"
TaliRichman,Education Lab reporter @dallasnews | Former @baltimoresun & @thedbk amplifier | talia.richman@dallasnews.com,"Dallas, Texas",1858,5031,7181,2011-12-21 03:05:37,2020-11-13 15:26:11,0,"Texas schools see jump in COVID-19 cases, mirroring increases across the state https://t.co/Arwd393K2q by @corbettsmithDMN",[]
mbeard63,,,4998,1348,136238,2010-10-22 16:13:19,2020-11-13 15:26:11,365,"NEW: Supreme Court Justice Alito said in recent remarks that the COVID-19 pandemic has caused ""previously unimaginable"" restrictions on liberty and warned that the US must prevent the freedom of speech ""from becoming a second-tier constitutional right."" https://t.co/sBcLadvMS3",[]
GentianZyberi,"Head of the Norwegian Centre for Human Rights #NCHR #UiO (https://t.co/wX4oVGj4HY). Member #PCA, #HRCtee (2019-22). Multilingual (re)tweets, usual disclaimers.","Oslo, Norway",2038,2039,39495,2014-01-11 11:23:16,2020-11-13 15:26:11,42,"#COVID19 lesson 2⃣
Universal social protection, universal health coverage, and other basic services are not luxuries, they are essentials.","[{'text': 'COVID19', 'indices': [15, 23]}]"
doris50205892,I am a believer in god and humanity and I’m awake and seeing what’s happening to human kind is abomination and evil,,40,3,1682,2020-10-07 13:53:48,2020-11-13 15:26:11,727,"An opinion piece today in the Vancouver Sun reveals that as of September 1st, 276 people have died of COVID-19 in B.C. and 1,202 people in B.C. have died of overdoses.

https://t.co/cUOHhedLvv",[]
DandelionNish,"“There is beauty laced within this day... be courageous enough to find it, be kind enough to share it, and at the end of the day, be wise enough to let it go.”",,249,18,766,2020-02-09 17:00:00,2020-11-13 15:26:11,0,"""antigen"" tests for COVID-19 after he had ""mild sniffles &amp; cough &amp; slight fever"" in recent days....Was tested for covid four times today,"" he wrote. ""Two tests came back negative, two came back positive. Same machine, same test, same nurse."" https://t.co/bQ4keKgl8e",[]
YaElusive,Deus ex machina. BPD survivor. ⚡️,EPWA,2712,1051,68637,2012-05-25 08:36:24,2020-11-13 15:26:11,3,Elon Musk says he tested positive for Covid-19  @alanohnsman https://t.co/Mq5BMNZfrN,[]
heyekall,kopites garis lempeng.,Jakarta Selatan,667,303,18828,2012-10-28 11:40:36,2020-11-13 15:26:11,1225,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
Picklesnova,,,2683,1472,108226,2016-07-22 15:24:19,2020-11-13 15:26:11,3629,Governor DeSantis has hired an unqualified conspiracy theorist and Ohio sports blogger as part of Florida's COVID-19 response. He is putting the health and safety of all Floridians at risk. Our response must be based on scientific and medical evidence.,[]
MindBodyEdJose,Proud Father & Husband-Exercise Physiologist-Real Food Lover-Mindfulness Based Stress Reduction educator,,249,87,901,2014-11-16 18:27:38,2020-11-13 15:26:11,232,"Thread web⬆️⬇️

Mass killer face masks by promoting bacterial and fungal pneumonia 

""...we  conclude  the  use  of  face masks  will  contribute  to  far  more  morbidity and  mortality than  has  occurred  due  to  COVID-19.""
(@ColleenHuberNMD)

https://t.co/MaljvJ5Dn6",[]
LeslieMarshall,"Democratic Strategist, @FoxNews Contributor & Opinion columnist, Radio Host, @Tedx speaker, @Northeastern Ambassador https://t.co/PsTewOpz5W","Los Angeles, CA",42626,104040,177717,2009-03-24 23:05:14,2020-11-13 15:26:10,45,"""My kids don't get their grandma. My mom will never see my kids get married.""

As Covid-19 surges in Utah, the governor issued a mask mandate after previously resisting it. But Lindsay Wootton, who lost her mother and grandfather to the virus, says the measures are too late. https://t.co/S22dyaTcf6",[]
nikitasdhalitis,"ΕΙΚΟΝΟΛΗΠΤΗΣ ΤΜΉΜΑ ΕΙΔΉΣΕΩΝ ΤΗΛΕΟΠΤΙΚΌΣ ΣΤΑΘΜΟΣ    ΣΙΓΜΑ..
CAMERAMAN..  NEWS DEPARTMENT..   SIGMATV  CYPRUS...22-580100
ΟΝΟΜΑΣΤΙΚΗ ΕΟΡΤΗ  15 ΣΕΠΤΕΜΒΡΊΟΥ",Κύπρος ΛΕΥΚΩΣΙΑ CYPRUS NICOSIA,4166,3636,81320,2015-07-30 19:51:22,2020-11-13 15:26:10,7,"BREAKING: Mo Salah has tested positive for COVID-19.

Get well soon King 🇪🇬👑 #LFC","[{'text': 'LFC', 'indices': [93, 97]}]"
Happy81928573,"46 is my new favorite number!!   We The People #8645, Now time to 86 COVID-19.  #BuildBackBetter  Lock up individual #1.","Washington, USA",1806,851,51826,2017-01-21 19:38:16,2020-11-13 15:26:10,985,"A passenger aboard the first cruise ship to set sail in the Caribbean since the start of the pandemic has tested positive for Covid-19, a reporter traveling on the ship says. https://t.co/Z6kcJVKxUn",[]
_Kweku_J,Oderint dum metuant,Accra,660,538,47938,2009-04-14 16:44:14,2020-11-13 15:26:10,1225,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
SheikhMustaali,"Do not lose hope nor be sad. (Quran 03:139)

Manchester is Blue",,492,1136,125738,2011-07-18 15:11:21,2020-11-13 15:26:10,15,BREAKING: The Egyptian FA confirms Liverpool winger Mohamad Salah has tested positive for COVID-19. https://t.co/T3T6GcQpeY,[]
A7mdTefaa,Act like a hero ..,suez,255,632,29244,2016-04-15 20:50:43,2020-11-13 15:26:10,1225,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
rantnewsupdate,Marketer • Personal Blogs • News and Media • History • Promoter • Content Creator • #MUCF WAVE INTERNATIONAL ✊🏾 Africa is our business,"Greater Accra, Ghana",2083,16385,79840,2019-08-18 21:32:47,2020-11-13 15:26:10,1225,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
SullyA96,@ChelseaFC ⚽,"Glasgow, Scotland",768,554,92135,2011-06-10 17:54:57,2020-11-13 15:26:10,151,"Mohamed Salah has tested positive for Covid-19, the Egyptian FA has announced.

Get well soon, @MoSalah 🙏 https://t.co/gHZdqk5Lwj",[]
sertacsehlikogl,"Social Anthropologist. 
Senior Research Fellow 
@glo_pro @ucl 
PI of @ERC_research  project TAKHAYYUL. 
https://t.co/Aiz9LbWPcx
Turkish Tweets: @sertajes","Norwich, England",600,804,1039,2012-07-14 20:08:42,2020-11-13 15:26:10,5,"Panel discussion: The future of feminist research after Covid 19 chaired by @venla_oikkonen ft. @Menzwa, Katariina Mäkinen, Andrea Ford &amp; @sertacsehlikogl discussing race, class &amp; gender &amp; the shadows of the pandemic  #feministfutures2020 @UTAGender https://t.co/jfG0mZoqei",[]
Siam_Odyssey,"Anti-Trump American dedicated to DEFEAT him. Creator of the “Trumpie” political cartoon series. It is what it is, your FIRED Donnie. Democracy dies under Trump!",Planet Earth,28,373,15309,2015-05-31 05:40:29,2020-11-13 15:26:10,0,.⁦@realDonaldTrump⁩ needs to be trialed in a of court of law for all the deaths related to COVID-19  https://t.co/ExKaDJCUmW,[]
pedpax,I rep MUFC! 🔴,"Moon, PA",4567,10061,7143,2010-10-02 05:27:38,2020-11-13 15:26:10,198,OFFICIAL: The Egyptian FA have confirmed Mohamed Salah has tested positive for COVID-19. https://t.co/dRcD5xR7O1,[]
tiredofgop,"Brianna Malina❤️ rest in Heaven my Angel 6-04-2018
#TrumpCoronavirus2020
#TrumpLiesAmericansDie
#JoeBidenPresident2020🇺🇸😎💪
#MarkKellyArizona2020🇺🇸🗽",,3046,3245,148408,2009-09-19 00:05:38,2020-11-13 15:26:10,7,"JUST IN: State health officials are reporting 3,015 new cases of COVID-19 and 17 additional deaths since yesterday.
Latest: https://t.co/EL9Do4t5UA
#abc15 #coronavirus https://t.co/ssRfR8K0i0",[]
saleemkhan,"Founder @JOVRNALISM, @invstg8net. Journalist. Digital news #VR #AR #MR #XR. Ex @CBCNews @TorontoStar @ConversationCA chair @CAJ @KiplingerFellow @OpenNews",Toronto,7809,7112,66868,2007-03-26 23:11:54,2020-11-13 15:26:09,0,"[Canada buys 10 doses of COVID-19 vaccine per citizen — the most of any country or group in the world.

""Less-well-off countries may have to wait years to inoculate their people.""] https://t.co/RKf6AsKIYb",[]
RajeshRuush,"follow on my insta @rajeshcholottil
I'm an Die hard fan of CR7 and a football lover!!!",Everywhere,441,980,17674,2017-06-25 10:21:09,2020-11-13 15:26:09,13,"The Egyptian FA have confirmed that Mohamed Salah has tested positve for COVID-19. ⁣
⁣
Get well soon, Mo! 🙏 https://t.co/QW6dFen2wu",[]
realfoodworld,"Chefs and music lovers standing up for our food & water, the planet, human rights, equality, justice and seeds",Virginia,974,238,29620,2011-04-12 14:19:15,2020-11-13 15:26:09,0,#TrumpVirus #COVID19 #Concede #TaxTheRich is why they've spent more to NOT pay their fair share than they would have paid in taxes. An evil #Coup from the #LostCause. Losers with wealth. #Confederates #FridayMotivation https://t.co/iGPZtwj7iS,"[{'text': 'TrumpVirus', 'indices': [0, 11]}, {'text': 'COVID19', 'indices': [12, 20]}, {'text': 'Concede', 'indices': [21, 29]}, {'text': 'TaxTheRich', 'indices': [30, 41]}, {'text': 'Coup', 'indices': [140, 145]}, {'text': 'LostCause', 'indices': [155, 165]}, {'text': 'Confederates', 'indices': [187, 200]}, {'text': 'FridayMotivation', 'indices': [201, 218]}]"
wbadger5,"Badgers, Ecology, Sports, Politics, Entertainment",,619,88,25879,2009-05-10 04:34:01,2020-11-13 15:26:09,3697,A small wedding in Maine: 177 infected with COVID. 7 dead. https://t.co/uec45VbUhv,[]
king_s_eyi,....,"Abeokuta, Nigeria",782,815,33245,2019-11-20 06:29:07,2020-11-13 15:26:09,1231,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
MissScarlett_52,,"White Plains, NY",124,7,476,2015-06-07 14:40:13,2020-11-13 15:26:09,3131,"BREAKING—Our entire country, from coronavirus pandemic. Another new all-time record 150,000 cases today. Thanksgiving holidays are coming w/ risky indoor gatherings. 

Try to keep outdoors. But if you must indoors—you must mask!! Premium masks if possible. 

#COVID19 is airborne. https://t.co/qhz8cs0grH",[]
CovidLabs,The Most Rapid Covid-19 Test Results Available! Rapid 15 Min. Antigen Testing. Fastest RT-PCR Results in California (0-2 Days). Comfortable FDA Authorized Tests,Orange County & Los Angeles,800,62,6417,2020-05-09 20:39:45,2020-11-13 15:26:09,2219,"You chance of encountering someone with COVID-19 at a gathering of 10 people, by location:

NYC: 8%
Seattle/King County: 11%
Los Angeles: 12%
Chicago/Cook County: 39%
Norton County, KS: More than 99%

https://t.co/Pz05RZvmpc https://t.co/D9EpmmBTma",[]
sarbearrrrrrr,born at a very young age,"Bristol, PA",293,340,8900,2013-08-22 09:56:54,2020-11-13 15:26:09,0,I’d honestly be fully okay with going back on lockdown if it means getting out of this COVID-19 shit. I just want things to be normal again,[]
BathPatch,"Local news, alerts, events and more. We’re your source for all things Fairlawn and Bath.","Fairlawn & Bath Twp, Ohio",679,692,11059,2010-06-29 01:39:39,2020-11-13 15:26:09,0,The Buckeye State is hoping for a mild flu season as COVID-19 strains Ohio's hospitals. https://t.co/lnyZjF3bBq,[]
jshawheller,"animal loving, tree hugging, liberal progressive yogini 🙏🏼☮️🕉☯️🙏🏼",Ohio,174,255,69753,2017-01-24 17:01:23,2020-11-13 15:26:09,139,"This is a @nytimes map of which states have mask mandates.

Masks reduce #covid19 transmission by &gt;70%. They protect the wearer and everyone around them.

They aren't punitive or restrictive; actually they are what help us to keep businesses &amp; schools open. https://t.co/9V7Pv2lq5n","[{'text': 'covid19', 'indices': [89, 97]}]"
aairielhaziq,,Malaysia,136,162,1868,2018-11-19 12:40:16,2020-11-13 15:26:09,13,"The Egyptian FA have confirmed that Mohamed Salah has tested positve for COVID-19. ⁣
⁣
Get well soon, Mo! 🙏 https://t.co/QW6dFen2wu",[]
DOJ_BlueWave,"Rock the vote. #VoteBlueWave. husband, father,retired Loves fishing, talking to people who see the glass half full.#magat's suck  #trump sucks more",,2122,1587,741,2020-06-12 21:56:13,2020-11-13 15:26:09,0,"trump is blatantly showing the whole nation he could care less how many people die from covid-19, he's doing nothing!",[]
annieomiss,"Nature lover and animal advocate. Lover of spicy food. I got a lot of brains, but no polish.",,465,174,30415,2020-07-29 22:53:56,2020-11-13 15:26:09,1149,"📍DON’T CHASE SWEDISH HERD STRATEGY. As many know, 🇸🇪 took the careless “herd” strategy in spring to let the coronavirus run rampant. Huge #COVID19 deaths compared to its Nordic neighbors. But Swedish leaders claim they built herd &amp; will win in 2nd wave. Here is how it’s going: https://t.co/6Ofmn7eGZV",[]
vgescobar,"Congresswoman for the greatest community in America, on the safe and secure U.S.-Mexico border.","El Paso, TX",2280,34106,10277,2009-05-10 00:30:04,2020-11-13 15:26:09,3131,"BREAKING—Our entire country, from coronavirus pandemic. Another new all-time record 150,000 cases today. Thanksgiving holidays are coming w/ risky indoor gatherings. 

Try to keep outdoors. But if you must indoors—you must mask!! Premium masks if possible. 

#COVID19 is airborne. https://t.co/qhz8cs0grH",[]
straytski,"(A nation never falls but by suicide.Emerson) | USN Patriot #ProLife #Constitutionalist ISA 5:20 ΜΟΛΩΝΛΑΒΕ
Pronouns:  Kiss/my/a$$ Trans is a mental illness.",Metro St. Louis - Eastside(IL),3654,2705,116880,2008-08-03 16:12:48,2020-11-13 15:26:09,0,Study: COVID-19 Fatality Rate Drops by 30% Since April https://t.co/RLMk1ai4vJ,[]
NoPlayA_,,,309,814,322113,2012-02-06 01:10:18,2020-11-13 15:26:09,25,"Liverpool’s Mohamed Salah has tested positive for COVID-19 while on international duty, the Egyptian FA has confirmed https://t.co/6aGATpFxi7",[]
Write_Girl72,Proud Mommy. Writer. Reader. Runner. College Sports Enthusiast. Political Junkie. Smart Ass. Dog Lover. God Wins.,United States,847,293,15371,2008-04-08 20:24:34,2020-11-13 15:26:08,278,"Growth rate in cases is dependent on the number of tests done/processed – which is inconsistent. If we want to know when the curve is flattening, best numbers to follow are hospital admissions – specifically ICU – and the number of COVID-19-related deaths. https://t.co/b76hmpjGg4",[]
theonlypeterkay,Not a ‘believer’- give me evidence. Retired NHS Consultant married to glass ceiling smashing woman. Two kids. Country before Party,,325,3244,47414,2016-06-30 21:25:58,2020-11-13 15:26:08,665,"Covid-19 is now running riot in America, as the President hides in the White House saying nothing.
Very dangerous moment. 
If you don't want to do anything about it @realDonaldTrump then stand aside and let @JoeBiden do it. Lives depend on immediate action to suppress the virus.",[]
TOICitiesNews,Unmatched coverage from over 60 cities across India brought to you by https://t.co/VSKi1mkZBr,,96,21449,813428,2009-04-13 11:14:45,2020-11-13 15:26:08,6,"#Maharashtra records 4,132 new #COVID19 cases, taking tally to 17,40,461, while 127 fatalities put death toll at 45,809

#CoronavirusOutbreak","[{'text': 'Maharashtra', 'indices': [15, 27]}, {'text': 'COVID19', 'indices': [46, 54]}]"
thereal_sjs17,Only the real prevail. UMD ‘21,"No Justice, No Peace.",1030,912,26170,2015-05-22 20:29:17,2020-11-13 15:26:08,5,"Telling Marylanders to “wear the damn masks” just doesn’t hit the same when you’ve kept bars and restaurants open at 75% capacity.  If safety is Hogan’s priority, another lockdown is needed. 

For @thedbk 

https://t.co/7ln4zy5ALl",[]
O_that_Adeel,"""The beauty you see in me is a reflection of you.""~ Rumi ...........................Empathy is Not Endorsement! 🇹🇷 is ❤️",World ,6633,10020,88512,2019-05-30 23:32:10,2020-11-13 15:26:08,14,"Muslims in Melbourne, Australia, have resumed Friday congregational prayers. The last prayers were held on March 13 due to the Covid-19 pandemic https://t.co/bARyRvCaj5",[]
DanHiner_Sports,Sports correspondent for The Star Beacon. Former (original) Vindicator staffer. Cleveland sports and Red Wings fan.,"Youngstown, OH",204,352,8543,2015-04-20 21:52:19,2020-11-13 15:26:08,11,Browns announce player tested positive for Covid-19. Facility closed. Contact tracing going on.,[]
m0hanadm0hamad,"Faculty of Pharmacy , Mansoura Univesity","Mansoura,Cairo, Riyadh , Dubai",277,648,74496,2011-08-31 01:16:56,2020-11-13 15:26:08,7,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 #LFC https://t.co/qv5CRaOASJ,"[{'text': 'LFC', 'indices': [89, 93]}]"
S14HX,Cut From A Different Cloth ✨,Unknown,3909,6618,33200,2020-03-20 00:05:42,2020-11-13 15:26:08,151,"Mohamed Salah has tested positive for Covid-19, the Egyptian FA has announced.

Get well soon, @MoSalah 🙏 https://t.co/gHZdqk5Lwj",[]
StephanieNoblit,"Legislative attorney and medical laboratory scientist.  Discussing health policy: drug policy, patient safety, health tech, repro rights, Medicare. She/Her","Philadelphia, PA",924,300,642,2019-08-20 22:08:17,2020-11-13 15:26:08,0,"@US_FDA found more than 1,100 fraudulent and unproven medical products related to #COVIDー19 as of September. Fraudulent products highlight the #anxiety the public feels as well as the steady stream of #fake facts fed to Americans daily #fraud #snakeoil

https://t.co/ymCzelTnfO","[{'text': 'COVIDー19', 'indices': [82, 91]}, {'text': 'anxiety', 'indices': [143, 151]}, {'text': 'fake', 'indices': [201, 206]}, {'text': 'fraud', 'indices': [236, 242]}, {'text': 'snakeoil', 'indices': [243, 252]}]"
