username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
SmileyX_men,"Husband, Father, Superhero wannabe, wrestling fanatic and crypto currency disciple!","Geneseo, IL",784,24,1159,2011-11-03 16:38:56,2020-11-13 16:05:53,6,"⚠️“#Covid has highlighted constitutional fault lines."" 

👉 Standing up for the Constitution and freedom is work that lies ahead for all Americans. #ampFW https://t.co/hYS7k50vPg","[{'text': 'Covid', 'indices': [21, 27]}]"
PoyrazTlin,,,3,58,26259,2013-07-09 21:50:59,2020-11-13 16:05:52,157,"Meet Dr. Ugur Sahin &amp; Dr. Özlem Türeci, the German scientists (both children of Turkish immigrants!) poised to deliver the #COVID19 vaccine we're all longing for. Here's the story of how @BioNTech_Group became a leader in the vaccine race: https://t.co/hLSjYihS5U https://t.co/qDk2JqnJKi",[]
annejowrites,"When injustice becomes law, resistance becomes duty. #FlipTheSenate #BidenHarris2020",Deep in a blue state,6204,5696,194387,2013-02-20 00:18:04,2020-11-13 16:05:52,537,"It is with great sadness we announce that Consultant Anaesthetist Dr Krishnan Subramanian has sadly died from COVID-19. Colleagues said ""Krishnan was a quiet and dedicated colleague"" who was ""hugely committed to his work"". https://t.co/YS14NgbYKN",[]
dawnmarie7679,🇺🇸🌈🕊📎☯️☮️,"Portales, NM",1068,173,45984,2009-08-18 01:59:48,2020-11-13 16:05:52,31,Billionaire Trump donors contract Covid-19 after downplaying risks | Via Guardian https://t.co/xRV8NkUslK,[]
mongcri,보고싶은 내새끼랑 생이별 6개월. 이제 7개월. 코로나19 좀 가주라,Singapore,630,307,26085,2010-08-05 09:24:41,2020-11-13 16:05:52,13,Pfizer covid-19 vaccine may not need to be kept at -70°C after all https://t.co/F1AaFtyo0w https://t.co/V64adANxk4,[]
CystemsThinker,"When bad men combine, the good must associate; else they will fall one by one, an unpitied sacrifice in a contemptible struggle.",,5002,751,6665,2019-07-20 09:16:48,2020-11-13 16:05:52,1455,"MashaAllah Pak moving towards economic recovery faster than any country in subcontinent &amp; this despite having to deal with Covid 19 challenge. LSM's impressive growth of 7.7% in Sept. Our Industrial Energy Package will help add capacity &amp; raise production.
https://t.co/sjRHDxIzwE",[]
naturalbabes,"Everything you need to know about trading in Bitcoin and cryptocurrency, wherever you are in the world.  Sign up with Binance:  https://t.co/htJkqgeP8e","British Columbia, Canada",627,1623,36090,2010-04-11 05:43:40,2020-11-13 16:05:52,34,"Dr. Anthony Fauci predicted on Thursday that the #COVID19 pandemic is nearing its end

https://t.co/siVwSNppf5

#uspoli #Election2020results","[{'text': 'COVID19', 'indices': [70, 78]}]"
BCMDeptMedicine,"The official Twitter account of @BCMHouston Department of Medicine, where we advance future medicine, educate future doctors and provide compassionate care.","Houston, TX",400,1088,3573,2018-03-06 17:16:25,2020-11-13 16:05:52,2,"With news of the vaccine, many people are wondering when can we get back to normal? Dr. @PeterHotez and other experts weigh in. https://t.co/NmkSctPGwP #COVID19",[]
CivicYouth,"The Center for Information & Research on Civic Learning and Engagement (CIRCLE) is a national, non-partisan research center on young people's civic engagement.","Tisch College, Tufts",1195,9300,5991,2010-09-02 23:27:41,2020-11-13 16:05:52,14,NEW - THE ASIAN YOUTH VOTE: Our analysis finds that young Asian Americans gave Joe Biden some of his strongest support in the #2020Election. They think #COVID19 is the biggest issue facing the country and they overwhelmingly disapprove of President Trump. https://t.co/BkVQDVDQPh,"[{'text': '2020Election', 'indices': [126, 139]}, {'text': 'COVID19', 'indices': [152, 160]}]"
queenymom,Married to this guy🧓 No DMs and No List,"Charlotte, NC, USA",5436,6038,320978,2009-02-14 18:28:09,2020-11-13 16:05:52,9,"5 members of our military were killed in a helicopter crash in Egypt. President-elect #Biden has expressed his condolences. No word has been heard from #trump.

Also, thousands have died of #COVID19 since he lost the election &amp; no word. All he's been doing is brooding &amp; tweeting.","[{'text': 'Biden', 'indices': [103, 109]}]"
LoboMojo,the Truth... you are a slave. Like all the others you were born in chains. The world is... a prison for your mind.,In the construct of the mind,4963,2429,109976,2016-06-28 18:53:57,2020-11-13 16:05:52,3408,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
HershyMarton,"#NoNeedToLove #DoNotHate #JustBeKind
#YeshivaKid. Satmer, Beis Meir and The Mir.
Please follow @SholamWeiss to support my uncle's freedom. #FreeSholam.","Brooklyn, NY",799,1335,11306,2016-11-03 00:06:10,2020-11-13 16:05:52,1,"Good for you Joe!!!!

No one should tell anyone how they are allowed to celebrate their religion.

I'm sure that the majority will be doing the same exact civil disobedience as you (with their own COVID-19 precautions of course) but won't be sharing it on social media. 😅😅😅 https://t.co/uKmuRCQolO",[]
Pembrokeshire,"News and updates from Pembrokeshire County Council.  Follow our welsh account @CyngorSirPenfro
like: https://t.co/Rkg25yhxhL","Pembrokeshire, Wales, UK",389,14997,18314,2008-12-09 22:26:28,2020-11-13 16:05:52,0,"The Council Leader has thanked the people of Pembrokeshire for their efforts during the 'firebreak' and urged residents to follow the new regulations to tackle Covid-19.
https://t.co/Wc7ebXcquS",[]
vanriper,"Silicon Valley Geek, Hatha Yogi and Serial Community Organizer: @GoLang, @CMX, gPause, CLS, @GDG, JUG, BayCHI ... @GoogleOSS Program Manager at Google (he/him)","Aptos, CA",2915,4643,10261,2007-07-27 00:35:57,2020-11-13 16:05:52,1528,"📍DON’T CHASE SWEDISH HERD STRATEGY. As many know, 🇸🇪 took the careless “herd” strategy in spring to let the coronavirus run rampant. Huge #COVID19 deaths compared to its Nordic neighbors. But Swedish leaders claim they built herd &amp; will win in 2nd wave. Here is how it’s going: https://t.co/6Ofmn7eGZV",[]
Hansfort,"🚑 Ret Danish Army E7, DA eqv. to US 💜, FL resident, US citizen to be, PADI DM, dog dad to Capt. Jack and Lotus, love above all else my girl. #resist #Joe2020","Wellington, Florida, USA",1786,799,2003,2011-08-21 14:14:41,2020-11-13 16:05:52,958,"When Republicans say we can't afford another Covid-19 relief bill, just remember these assholes passed the Trump Tax Scam in 2017 for the rich totalling $1.9 trillion over 10 yrs.",[]
THEPATRlARCHY,"Official Account of The Patriarchy. 

#Patriarchy #ThePatriarchy",Your Safe Space,2687,1519,17409,2018-12-03 22:51:37,2020-11-13 16:05:52,0,"Covid-19 vaccine may have unpleasant side effects?

Well no shit. https://t.co/nu9TFW69ZL",[]
iluevano87,,"Los Angeles, CA",314,25,4677,2011-08-29 22:53:56,2020-11-13 16:05:51,370,"The people expressing shock that Trump has done even less about Covid-19 after he loss the election boggles my mind-he never cared about helping anyone, only himself. 

Donald Trump truly doesn't care if anyone in America lives or dies on his watch.",[]
LILREYREY33,,,274,15,3528,2019-03-30 14:08:23,2020-11-13 16:05:51,3408,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
VisibleSocSci,"Anti-fascist willing to die for my country. .HC4All, Art, Books, I'm not capitulating"" Crawled over glass to to vote Biden. our votes will prevail.",,4540,2716,48385,2017-01-06 09:29:35,2020-11-13 16:05:51,1528,"📍DON’T CHASE SWEDISH HERD STRATEGY. As many know, 🇸🇪 took the careless “herd” strategy in spring to let the coronavirus run rampant. Huge #COVID19 deaths compared to its Nordic neighbors. But Swedish leaders claim they built herd &amp; will win in 2nd wave. Here is how it’s going: https://t.co/6Ofmn7eGZV",[]
BestLouisiana,,,231,106,2913,2019-06-27 02:35:44,2020-11-13 16:05:51,1924,"Covid-19?   

It is not nearly as frightening as Biden/Harris-20.",[]
UUOttawa,"First Unitarian Congregation Ottawa
Sunday Service 10:30 All are welcome. Following/ers, RTs and links aren't intended as endorsement but to share information.","Ottawa, Ontario",1088,493,23517,2015-02-19 16:58:21,2020-11-13 16:05:51,3,Are you caring for someone with COVID-19 at home?  Here is some good information from Health Canada on what you will need: https://t.co/SvomlWYtzp,[]
LisaF713,"Lawyer-animal lover-avid reader- horse racing fan. Still love Wicked Strong, Juba, Wildcat Red & GunRunner!","Stoneham, MA",1389,2207,106344,2012-02-06 00:16:22,2020-11-13 16:05:51,8,"55 people attended a wedding. 

1 guest had COVID. 

In 38 days, virus spread to 176 other people — 7 died. 

#SuperSpreader #COVID19 #coronavirus
 https://t.co/70OxegXfdi",[]
helmi_deris,A Pop Culture Enthusiast,,230,271,83134,2011-03-24 12:51:47,2020-11-13 16:05:51,80,BREAKING: The Egyptian FA confirms Liverpool winger Mohamad Salah has tested positive for COVID-19. https://t.co/T3T6GcQpeY,[]
thxtsnaey,"ㅡdaydream in the realistic person , LFC , 🏳️‍🌈",,146,23,11973,2017-05-07 11:51:17,2020-11-13 16:05:51,114,"Liverpool lose another key player...

The Egyptian FA have confirmed Mohamed Salah has tested positive for COVID-19. https://t.co/qfgES3NcJj",[]
weiss_steve,These views are my own. #BidenHarris2020 #BidenHarris #StrengthInNumbers   #AntiFascist,"California, USA",5000,825,31012,2010-12-10 18:43:38,2020-11-13 16:05:51,0,@MSNBC I wish you would focus on per capita #COVID numbers and other #COVID19 data besides raw total of cases per state. @maddow @craigmelvin @HallieJackson @KatyTurNBC @TheBeatWithAri @MSNBCDaily @mitchellreports @NicolleDWallace @SteveKornacki @AliVelshi,"[{'text': 'COVID', 'indices': [44, 50]}, {'text': 'COVID19', 'indices': [69, 77]}]"
TOSciPolicyNet,TSPN is a student-run science policy group. We lead initiatives for trainees & post-docs at the University of Toronto to learn about & engage in science policy.,"Toronto, Ontario",265,840,1017,2018-07-02 23:19:30,2020-11-13 16:05:51,5,"“I think transparency is the most powerful tool for improving trust in public health policies.”

Live chat ongoing now:
https://t.co/qajJTFqPlK",[]
chasinblue,"Thank you for voting blue! 💙✌🏼😊 Mom, dog person. “Your vote is precious... We must not be silent, we must stand up, speak up, and speak out.” -John Lewis",Beautiful Northern California,331,324,6383,2011-07-31 18:00:38,2020-11-13 16:05:51,2443,"55 people attended a wedding reception in Maine in August, and 1 of them had Covid. Over the next 38 days, the virus spread to 176 other people and 7 of them died.

None of the victims who lost their lives had attended the reception. https://t.co/bRLWJas4lh",[]
A_Fancy_Friel,,"Lyndhurst, OH",577,156,20412,2009-12-18 15:19:34,2020-11-13 16:05:51,194,"Good news: death rates are lower now than March. 

But that’s partly because health-care workers are savvier &amp; better at treating COVID-19. 

Those gains are not givens. They’re *contingent on people not burning out*. And people are. 4/

https://t.co/is2NGHdwRP",[]
ramzanvirk38,"‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏آرزوئیں کبھی ختم نہیں ہوتیں
اور نادان ان سـے کبھی باز نہیں آتا ...
 🍃🌹🍃
‎‎‎‎‎#LOvE ‎‎‎‎‎#PTI 🇧🇫",پاکســـــــــــــــــــتان🇵🇰,3495,3503,18041,2014-09-18 11:08:32,2020-11-13 16:05:51,1456,"MashaAllah Pak moving towards economic recovery faster than any country in subcontinent &amp; this despite having to deal with Covid 19 challenge. LSM's impressive growth of 7.7% in Sept. Our Industrial Energy Package will help add capacity &amp; raise production.
https://t.co/sjRHDxIzwE",[]
beckyjo84403201,,,393,61,19852,2020-08-18 10:38:56,2020-11-13 16:05:50,3408,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
Nicole_Boothman,"@AECOM Vice-President, Resilience + Recovery. Views are my own.",,643,241,1097,2020-03-05 18:39:45,2020-11-13 16:05:50,0,"@ChickswKnives Yes, and please note that FEMA eligibility for food distribution due to increased hunger remains eligible under the COVID-19 disaster declaration. DM me with questions",[]
Komurkentli067,,,82,13,977,2020-09-27 16:10:53,2020-11-13 16:05:50,1456,"MashaAllah Pak moving towards economic recovery faster than any country in subcontinent &amp; this despite having to deal with Covid 19 challenge. LSM's impressive growth of 7.7% in Sept. Our Industrial Energy Package will help add capacity &amp; raise production.
https://t.co/sjRHDxIzwE",[]
vonnebuttz,President of @MKEFAC / Medic / Avid Reader,,1864,1826,1297,2019-11-26 22:06:08,2020-11-13 16:05:50,35,"A small, family wedding in Maine with 55 guests directly infected 176 people, 7 of whom died, over the next 38 days.

Please reconsider whatever Holiday plans you may have.

https://t.co/Qk803IpVIe",[]
CastleHowardEst,"Historic house and garden open to the public, including Farm Shop, Gift Shops, Garden Centre, Cafés and Adventure Playground in a 9,000 acre estate.","North Yorkshire, UK",895,13538,4102,2012-01-11 14:42:53,2020-11-13 16:05:49,5,"If you're planning to exercise in the #NorthYorkMoors this weekend, please be responsible and safe. Maintain social distancing and avoid busy hotspots. 

Here's some places for you to visit and to help find your space 👇https://t.co/xF06fzhTMX

📷 @CastleHowardEst by Mike Kipling https://t.co/mdgN5ejxPi","[{'text': 'NorthYorkMoors', 'indices': [58, 73]}]"
CakiiiA,"Dobarla bırakma gendini

                                                                     ❤@trabzonspor 💙 
☠ @eiichiro_staff ☠",parfois Wano parfois Metz,234,136,4394,2018-10-02 18:56:33,2020-11-13 16:05:49,4123,The scientists who developed the Pfizer/BioNTech Covid-19 vaccine are a Turkish-German power couple https://t.co/twDtI8aYuf https://t.co/VuJfCKtb8E,[]
MeganGrace0604,,,32,5,574,2020-03-29 20:44:17,2020-11-13 16:05:49,1195,"The “90% efficacy rate” of the Pfizer vaccine is based off only 94 positive cases of COVID-19.

The final Pfizer analysis will be conducted after a grand total of 164 positive cases.

And then the plan is to vaccinate 500 million+ people in 2021.

Feels very very rushed to me.",[]
CancerCare_News,💝🆓 📑 Free USA #financial assistance programs & #freebies for #cancer patients. Nationwide directory w/350+ programs updated daily. https://t.co/k7N5Bm7vS4,USA 501(c)(3),2149,2227,400,2018-01-18 00:27:04,2020-11-13 16:05:49,1,"Finding a #colorectalcancer clinical trial during #COVID19 may seem like an intimidating task. We're here for you. Call us at (877) 422-2030 or use these resources https://t.co/XIaXr3dV3b made possible by 
@ArrayBioPharma @BostonBioInc @genentech @Merck @TaihoOncology https://t.co/tq6thRUUQj","[{'text': 'colorectalcancer', 'indices': [26, 43]}, {'text': 'COVID19', 'indices': [66, 74]}]"
ratherbeintokyo,If only it were possible to be both gay and hilarious,"Toronto, Ontario",525,176,23839,2010-11-02 01:59:34,2020-11-13 16:05:49,55,"Ontarians are now facing terrifying COVID-19 projections. Pinching pennies &amp; hoping for the best will cost lives.

To avoid a health &amp; economic catastrophe, we need a circuit breaker – a targeted, fully-funded 2-week modified Stage 1 in hotspots only.",[]
CeciliaIgnatius,👁️👄👁️,,78,91,3743,2019-08-20 10:25:31,2020-11-13 16:05:49,2601,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
LinfBinf,"#Resistance,#SWAT,animal lover,save our planet,do no harm, brothers & sisters-we’re all in this together. Am in a red suburb of a blue city in a red state😳",CLE OH,2221,1291,27179,2015-11-06 22:57:41,2020-11-13 16:05:49,5473,"JUST IN: The ship's captain announces 5 people have tested positive for #COVID19 on SeaDream 1, the first cruise ship to embark on a voyage in the Caribbean since the #coronavirus shut down the cruise industry.","[{'text': 'COVID19', 'indices': [88, 96]}]"
GabrielaArcini2,,,670,307,11072,2012-06-11 13:23:15,2020-11-13 16:05:49,14950,"COVID-19 infection rate is rising but the death rate is not.

Stop the foolishness and scare tactics.

It’s getting very old.",[]
rukundo_ian,"What we have set out to do is not for the half-hearted, let alone the heartless. #TeamPK https://t.co/80iegKPiU3",Kigali,1136,75,3522,2017-06-28 11:51:18,2020-11-13 16:05:49,22,"Zigama CSS today held a General Assembly chaired by the Minister of Defence, Maj Gen Albert Murasira. During the meeting @Zigama_CSS leadership expressed optimism for its development despite COVID-19 that affected the country's financial status in general. https://t.co/GlW0xQl2bg https://t.co/ASrLJi1Xds",[]
MahaMaamoun,"belonging to humanity, Liberal, Secular. Disdain weapon carriers no matter which cover they take. human rights and humanitarian civil servant.",Cairo oppression is endless ,1117,25453,81012,2010-06-08 08:40:57,2020-11-13 16:05:49,19,"Sorry to hear the COVID-19 news - get well soon @MoSalah, from all of us at UNHCR!

https://t.co/b5zRwzXF10",[]
RxYahyaGandi7,#RiseAboveHate / Glorious son to @ayGandi. yahayaaliyu407@gmail.com / @WWE | #RealFootball. RTs/#PLFanzone TV broadcast ≠ Endorsements. https://t.co/5mO0Goxioj.,"Sokoto, Nigeria",2538,2438,45048,2020-05-22 22:26:58,2020-11-13 16:05:49,4,Pleased to have been involved in this venture as a leader of a local @salvationarmyuk congregation. Getting to know our Muslim neighbours better has been a joy. Some particularly rich conversations about how faith is sustaining us during this time of #COVID19 https://t.co/ZdkVMcmzX6,[]
rajendrargupta,Sharing what makes sense...,"मुंबई, भारत 🇮🇳 /Male 🇲🇻 ",3756,260,31742,2009-09-29 12:27:23,2020-11-13 16:05:49,0,"COVID-19 can affect the lungs, respiratory system, the mind, immune system, and other parts of the body https://t.co/BGdwASkIUy",[]
m7ckown,,"Michigan, USA",338,132,5750,2009-12-18 00:32:46,2020-11-13 16:05:48,1441,There are more documented cases of Covid-19 in Trump staff than there are documented cases of voter fraud.,[]
PetroliaIndie,THE source for information in Petrolia and Central Lambton,"Petrolia, Ontario",1236,1682,8948,2012-03-23 23:47:53,2020-11-13 16:05:48,3,"Ontario reports 1,396 new #coronavirus cases and 19 more #Covid19 deaths on Friday. There are 452 pandemic patients in hospital, 110 in intensive care. Modelling shows Ontario could face more than 6,000 cases daily by mid-December https://t.co/TxapmGeQDD via @cbcnews  #onpoli","[{'text': 'coronavirus', 'indices': [46, 58]}, {'text': 'Covid19', 'indices': [77, 85]}]"
osstfdistrict3,The official Twitter account of OSSTF District 3 Rainbow (Greater Sudbury).,"Greater Sudbury / Grand Sudbury, Ontario",107,174,2975,2018-05-04 14:39:03,2020-11-13 16:05:48,16,"Expert says, ”When we improve indoor air quality in schools...whether we’re doing it for COVID-19 transmission reduction or in general, we’ll get benefits economically that far outweigh the investment.” #OSSTF #OntEd #OnPoli 

https://t.co/siflEq7fj2 via @torontostar",[]
bighit_bts_army,,,441,83,98281,2012-04-14 05:44:54,2020-11-13 16:05:48,14882,"[기사] #TXT's ""We Lost the Summer"" MV Captures Pandemic Isolation, Longing
https://t.co/9VXVYToaIJ","[{'text': 'TXT', 'indices': [20, 24]}]"
TheWestBlock,Canada's #1 Sunday political TV show. We take concerns of Canadians across the country to Ottawa and get answers. Sunday mornings on @globalnews.,Ottawa,302,12277,19797,2011-09-21 20:12:59,2020-11-13 16:05:48,0,"Action needs to be taken immediately to preserve any chance Canadians will be able to gather over the holidays, Trudeau says. 

https://t.co/lzu2VcUeYk",[]
OlDirtyBernie,you know why we don't like you cause we ain't like you. @chenoitaa❤️ electrician 🔌,"Panorama City, Los Angeles",340,403,67854,2010-03-21 04:45:41,2020-11-13 16:05:48,7,"This is why we need Working Class representation in government.  
People are struggling to pay rent and buy food. We demand #PeoplesBailout #EmergencyUBI #MedicareForAll #RentRelief #MortgageRelief 

#COVID19 https://t.co/BcbUA1bgfW",[]
Mr_Somzy,Patiently Waiting For The End Time. #MUFC,,6655,6133,97172,2009-12-07 08:13:16,2020-11-13 16:05:48,0,Mo Salah has COVID-19? What’s happening to Liverpool?💔,[]
Neeee0007,,,620,1351,25330,2014-02-11 17:11:45,2020-11-13 16:05:48,19,"Sorry to hear the COVID-19 news - get well soon @MoSalah, from all of us at UNHCR!

https://t.co/b5zRwzXF10",[]
markvanasten,The mass makes the success. Zachte heelmeesters maken stinkende wonden. Hard op de inhoud maar zacht op de relatie. Flatten the fear.,"Utrecht, Nederland",526,353,6109,2009-02-27 12:30:03,2020-11-13 16:05:48,8,"Over 80% of job losses in Q2 2020 affected temporary contracts ⏲️ #COVID19

The most substantial decreases: 🇱🇻 Latvia, 🇧🇬 Bulgaria, 🇲🇹 Malta, 🇸🇮 Slovenia, 🇪🇪 Estonia, 🇬🇷 Greece and 🇸🇰 Slovakia 📉 where the decrease exceeded 20% 📉

➡️ For more information: https://t.co/1tLdGZALcP https://t.co/xRwsncmHhc","[{'text': 'COVID19', 'indices': [83, 91]}]"
QueenGyrald,Born in Africa || Rock'n in Deutschland,"Frankfurt am Main, Deutschland",4986,3846,76048,2011-11-18 06:33:36,2020-11-13 16:05:47,1146,"#LFC forward Mohamed Salah has tested positive for Covid-19, the Egyptian FA has confirmed.","[{'text': 'LFC', 'indices': [19, 23]}]"
storylibrarian,"blah, blah, blah.....",,1326,348,7854,2014-06-18 16:56:30,2020-11-13 16:05:47,3914,"80 percent of those who died of Covid-19 in Texas county jails were never convicted of a crime, a new report finds  https://t.co/EjLpTPPQ4E",[]
RhondaBrown5,"Mom, wife, daughter, sister, friend. News Director/Station Manager at @GlobalHalifax & @Global_NB Reach out with your news tips and story ideas!","Halifax, Nova Scotia",4295,4539,11586,2009-05-12 16:45:53,2020-11-13 16:05:47,0,"There are two new cases of COVID-19 in #NS today - one in Northern Zone related to travel. The other is in Central Zone and is under investigation, but is NOT linked to the Clayton Park cluster.","[{'text': 'NS', 'indices': [39, 42]}]"
TipuNajeeb,@Badar278142,", Pakistan",3596,2220,5711,2020-05-28 15:38:20,2020-11-13 16:05:47,17,"IG #FC_North met with #Brave son of soil Sub-Inspector Abdul-Samad for rendering exceptional Services during Pandemic COVID-19. Respected Officer is being awarded with Honorary certificates and Cash prize. 
Salute to our #Forces who are performing jobs parallel to Medical staff. https://t.co/MPUiUuzlor","[{'text': 'FC_North', 'indices': [19, 28]}, {'text': 'Brave', 'indices': [38, 44]}]"
Matty2deh,‏‏‏ت,,594,474,25236,2009-06-19 18:28:49,2020-11-13 16:05:47,19,"Sorry to hear the COVID-19 news - get well soon @MoSalah, from all of us at UNHCR!

https://t.co/b5zRwzXF10",[]
yuntraining,I help people get healthy & look better naked with group fitness and #yoga in #hilliard & #columbus. We're also online now baby! http://t.co/30XYPIV0S6,"Columbus, OH",2327,2660,32506,2008-08-16 02:45:39,2020-11-13 16:05:47,0,Scared of the #coronavirus ? Become a #mitochondriac and you won't be. https://t.co/3iHL2ziZ9w,"[{'text': 'coronavirus', 'indices': [14, 26]}, {'text': 'mitochondriac', 'indices': [38, 52]}]"
jpgftw1984,"Father, Husband, Friendly Neighborhood IT Guy 💻 Arizonan 🏜 and Amateur Political Scientist 🤓 #Vote

My views are definitely my own and no one else's.",,825,388,7820,2020-01-20 22:28:54,2020-11-13 16:05:47,28,"#Arizona #COVID19 report-11/13
Total cases: 269,577
New cases: 3,015
WoW change: 38%⬆️
7-Day average: 2,116⬆️
Deaths: 6,257
New deaths: 17
Diag. tests: 1.9MM
New tests: 19,211
Sero tests: 329k
New sero tests: 952

Past cases
11/6: 1,996
10/30: 1,565
10/23: 976

Rt: 1.18
1/3","[{'text': 'Arizona', 'indices': [20, 28]}, {'text': 'COVID19', 'indices': [29, 37]}]"
SpecNews1SoCal,24/7 local news channel committed to serving communities in Southern California. Facebook/Instagram: SpectrumNews1SoCal lanewsdesk@charter.com,"Los Angeles, CA",496,7460,13475,2018-10-01 16:03:52,2020-11-13 16:05:47,4,"The governors of California, Oregon and Washington just released a joint statement, issuing a travel advisory in light of rising COVID-19 cases. It discourages nonessential travel and asks people to quarantine after traveling. https://t.co/SSOIIQCkQh",[]
NGC6544,SocialMediaManager Kirchenmusiker #DigitaleKirche #NoAFD Enährungspunk #Duisburg Hohe Tweetfrequenz!#Impressum: https://t.co/YACbhUCih0,Duisburg,1343,1972,168198,2007-10-12 23:38:23,2020-11-13 16:05:47,120,"“If seat belts are mandated and about 100 people die per day from motor vehicle casualties, we have 10 to 15 times that casualty from Covid-19,” Dr. Lipi Roy says. “We know how to prevent it… Just wear a mask.” https://t.co/URyBSPsthw",[]
Estrossa_z,"leave me with sheesha. I'll smoke the fu*k out of it.
Struggle till we're totally free from Shareefs, Zardaris & this useless current Judicial system",,148,66,4680,2018-04-23 16:22:05,2020-11-13 16:05:47,1456,"MashaAllah Pak moving towards economic recovery faster than any country in subcontinent &amp; this despite having to deal with Covid 19 challenge. LSM's impressive growth of 7.7% in Sept. Our Industrial Energy Package will help add capacity &amp; raise production.
https://t.co/sjRHDxIzwE",[]
bitcoinconnect,,,36,1068,274654,2011-05-27 10:13:30,2020-11-13 16:05:47,0,Trump seeks to delegitimize vote even as his campaign says math will turn his way SEE MORE HERE ==&gt; https://t.co/17tvuUF1rw   #donaldtrump #covid19 #covid #coronavirus #trump #trump2020 #maga #trumprally https://t.co/Sq0KpbA3NA,"[{'text': 'donaldtrump', 'indices': [129, 141]}, {'text': 'covid19', 'indices': [142, 150]}, {'text': 'covid', 'indices': [151, 157]}, {'text': 'coronavirus', 'indices': [158, 170]}, {'text': 'trump', 'indices': [171, 177]}, {'text': 'trump2020', 'indices': [178, 188]}, {'text': 'maga', 'indices': [189, 194]}, {'text': 'trumprally', 'indices': [195, 206]}]"
JoeLoynaz,I will look for you...I will find you ...I will kill you,,5001,451,44957,2014-06-15 21:05:31,2020-11-13 16:05:47,5,"The media lies, communists suck shit, global warming and covid 19 dangers are over blown , there is no vote integrity , BLM / Anitfa are terrorists, Biden is a senile corrupt hack  .....We as a nation are being raped  up the ass....bend over and enjoy 👀 https://t.co/D5ZRFcUjK8",[]
judithleger,Romance Author Check out my new release! Dead Moon Force from Decadent publishing.,SW Louisiana,2936,2748,75576,2009-04-09 13:38:57,2020-11-13 16:05:47,3408,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
BaseejiImam,"I am a Muslim-Shi'a. I am a poet, journalist and human rights activist. My Phone number + 48 509 984 412 grzegorzgniady@interia.pl",Polska,411,231,66058,2017-07-20 11:05:12,2020-11-13 16:05:47,1456,"MashaAllah Pak moving towards economic recovery faster than any country in subcontinent &amp; this despite having to deal with Covid 19 challenge. LSM's impressive growth of 7.7% in Sept. Our Industrial Energy Package will help add capacity &amp; raise production.
https://t.co/sjRHDxIzwE",[]
platinum82810,"Dear Republicans your Silence is being Heard Loud and Clear!
You are the Reason over 100+ children are dead You are the reason why people are suffering  today!",,334,31,23325,2010-06-21 02:08:32,2020-11-13 16:05:46,0,"Long lines possible at Dodger Stadium COVID-19 testing, other locations as LA expands test availability https://t.co/Jr9gUb0Nau via @abc7",[]
stimm2462,,,76,53,45469,2013-11-09 23:26:35,2020-11-13 16:05:46,3408,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
spacenerd19,"space nerd. #lifelonglearner #nasasocialalumni science, futurism, social issues, etc etc. Super Married to @Jamonkey He/him/y’all","Atlanta, GA",3103,5547,39028,2018-08-13 21:39:25,2020-11-13 16:05:46,126,"FYI, rapid antigen tests are much less accurate than PCR tests and are especially known to have a high rate of false negatives, due to lower sensitivity. From @MayoClinic: https://t.co/LuOpHhuNFm https://t.co/vKH6TdnLUh",[]
BishesBrew,"My name is Bishop. 
Profile pic is Miles Davis. 🎺🎼🕶️ 
May God bless America.🙏🏽Peace be with you.⛪️ 
#WeAreUnited🇺🇸
Forensic:❎1️⃣6️⃣0️⃣","Virginia, USA",587,8561,71135,2017-05-30 14:56:30,2020-11-13 16:05:46,1,"@washingtonpost It's a pandemic. Why are all of these ""conservatives"" so afraid of us rallying to protect ourselves from #COVID19? 

The ignorance is astounding.","[{'text': 'COVID19', 'indices': [121, 129]}]"
ahongerrard,nikmat tihan manakah yang kau dustakan? #YNWA,around Anfield roads~,246,392,22429,2011-06-09 14:11:45,2020-11-13 16:05:46,300,"BREAKING: Egyptian FA say Mohamed Salah has tested positive for #coronavirus 

https://t.co/2JsNi69qS2

#LFC https://t.co/IkgcFK0XSX","[{'text': 'coronavirus', 'indices': [80, 92]}, {'text': 'LFC', 'indices': [120, 124]}]"
