username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
JesmondDavid,Designer. Production editor @ne_bylines. Bakes bread for @MaggiesCentres. Lives in Jesmond. Married with 2 kids. I block anyone who won’t read facts. #FBPE,"Newcastle upon Tyne, UK",2153,2661,23896,2010-05-07 09:18:33,2020-11-13 15:53:22,486,"It is with great sadness we announce that Consultant Anaesthetist Dr Krishnan Subramanian has sadly died from COVID-19. Colleagues said ""Krishnan was a quiet and dedicated colleague"" who was ""hugely committed to his work"". https://t.co/YS14NgbYKN",[]
ixChanel,A sky full of stars ✨ Danilee 🌹*Philippians 1:20 GNT,,227,95,1350,2016-05-19 00:21:02,2020-11-13 15:53:22,20911,"Instead of fighting to defeat the COVID-19 pandemic that has killed over 242,000 Americans, the Trump administration is spending its final days in office fighting a bogus voter ""fraud"" problem that does not exist. Pathetic. The Biden-Harris Administration cannot come soon enough.",[]
Benoit_FISUEL,,"Bruxelles, Belgique",614,166,6664,2015-02-21 11:41:50,2020-11-13 15:53:22,1,"While Southeast Asia has done well in closing #energyaccess gaps, significant efforts are still needed to connect remote populations &amp; to close #cleancooking access gaps, where 218M👥 in the region are still without access today👉 https://t.co/eF2rXo4sSs #SDG7 https://t.co/62BAjL8e4m","[{'text': 'energyaccess', 'indices': [63, 76]}]"
FrattinoMarco,,,155,114,19756,2019-05-29 20:30:28,2020-11-13 15:53:21,887,"#LFC forward Mohamed Salah has tested positive for Covid-19, the Egyptian FA has confirmed.","[{'text': 'LFC', 'indices': [19, 23]}]"
880Edmonton,Edmonton's #1 source for news. Find us on Facebook: https://t.co/PM0d2KwRyE,Edmonton,1878,13509,98381,2008-10-19 21:31:09,2020-11-13 15:53:21,0,"Albertans who still aren’t following COVID-19 guidelines are not likely to change their ways, according to one sociologist.

https://t.co/re8etN1zK5",[]
ColdHeart_Baby,SHAWOL Thailand #SHINee @skehehdanfdldi @realjonghyun90 @SHINee #SWC4inBKK #SWC5inBKK 💫SHINee is Five Forever💎We miss u Jonghyun 🥀 #OnePiece @LFC #Liverpool,,559,434,335285,2011-11-18 06:59:26,2020-11-13 15:53:21,267,"BREAKING: Egyptian FA say Mohamed Salah has tested positive for #coronavirus 

https://t.co/2JsNi69qS2

#LFC https://t.co/IkgcFK0XSX","[{'text': 'coronavirus', 'indices': [80, 92]}, {'text': 'LFC', 'indices': [120, 124]}]"
LoserMcTool,"Monster Hunter and Dark Souls addict. Board gamer, introverted, frequently inappropriate, under caffeinated, and the lack of caffeine tends to make me cranky.","Now, I'm right behind you.",609,923,70465,2011-05-20 04:31:42,2020-11-13 15:53:21,199,"41 days ago the #Michigan Supreme Court ruled against @GovWhitmer and her executive orders related to #COVID. 

There were 126,358 confirmed cases on that day for the entire *year*. 

We are now at 236,225. Nearly double since the ruling.","[{'text': 'Michigan', 'indices': [36, 45]}, {'text': 'COVID', 'indices': [122, 128]}]"
Stefani94460352,,The land of Goshen,921,1420,21927,2020-05-03 22:24:36,2020-11-13 15:53:21,1355,"Pfizer vaccine sounds worse than covid for many young people—causing days of headache, fever &amp; muscle aches after 1st injection

Oh, and you have to get the injection twice.

And you still have to wear masks.

And we don’t know the long term side effects.

https://t.co/qMvhLO1aD7",[]
arifmunnaRaza2,Altruistic....,"Mumbai, India",4908,6880,31258,2015-11-22 12:37:55,2020-11-13 15:53:21,936,"School strike week 117. Because of new COVID-19 recommendations and the rapid spread, we’re back to #ClimateStrikeOnline .
If you strike, remember to keep distance and follow COVID-19 restrictions and recommendations.
#fridaysforfuture #schoolstrike4climate #flattenthecurve https://t.co/2W2d48vUhB","[{'text': 'ClimateStrikeOnline', 'indices': [119, 139]}]"
GoLeafsGo1985,,,97,9,1546,2017-10-07 14:07:31,2020-11-13 15:53:21,0,"@RobRastetter @thegoodgodabove Medical malpractice is a private legal matter. The Covid-19 pandemic is a global issue. False equivalencies aren't going to make covid-19 go away, or make you seem any less full of shit.",[]
RCartan,Politics UK and World News,,132,83,11490,2012-11-09 17:04:59,2020-11-13 15:53:21,0,Are We Being Told the Truth About COVID-19? | Prof. Sucharit Bhakdi https://t.co/xph7IhUzSc via @YouTube,[]
OleAasheim,"🇳🇴 Freelance esport journalist. Follow CSGO, League of Legends and FIFA. Medieansvarlig @GrunerHockey.",Oslo Øst,818,390,119110,2014-03-10 18:33:07,2020-11-13 15:53:21,38,As most of you know I’ve tested positive to Covid-19. I have lights symptoms but generally fine. Thanks for all your good wishes and messages 🙏🏽❤️,[]
Nmacr56C,A person who cares about the truth. Concerned about what we are leaving to those who come behind us.,,444,126,42710,2013-03-11 01:25:09,2020-11-13 15:53:21,6397,"My heart is broken. My 28-year old nephew, Jake, died from Covid-19 last night. I'm so angry! This didn't have to happen to a healthy, young man! Wear a damn mask!💔😢",[]
Melt61414,"The woods are lovely, dark & deep.
But I have promises to keep,
And miles to go before I sleep,
And miles to go before I sleep.
#Resist","Tennessee, USA",338,204,18188,2016-06-27 18:53:20,2020-11-13 15:53:21,99,"If you want ...
•a functioning congress
•COVID-19 stimulus aid
•Healthcare coverage 

Vote for @ReverendWarnock &amp; @ossoff for U.S. Senate https://t.co/bnwOBdRx87",[]
PittGuy247,"Far better it is to dare mighty things. Than to take rank with those poor, timid spirits who know neither victory nor defeat. The Rough Rider Teddy Roosevelt",East Coast,2180,1229,37157,2011-03-05 01:29:03,2020-11-13 15:53:21,0,@0ctoberReignz @MaKaElectric Weird that a Supreme Court Judge speaks out like this. Listen what she says about Nevada “Blackjack”!!! He actually refers to Nevada Blackjack!! Justice Alito criticizes COVID-19 restrictions and 'rule by experts' https://t.co/FFnMDrxAT1,[]
MarkHigbee,"Author of Zendreo Chronicles. 

I'm on Parler if you want to follow me there https://t.co/CR9iapoaky",,75,31248,793917,2012-08-24 21:13:29,2020-11-13 15:53:21,0,"@WilkowMajority This might blow a few liberal minds. 

The cure for Covid-19 should not be worse than the disease.

#LockDownsKill #covid19","[{'text': 'LockDownsKill', 'indices': [116, 130]}, {'text': 'covid19', 'indices': [131, 139]}]"
dezsmom,✈,"ontario, canada",1917,382,65055,2009-03-05 13:49:44,2020-11-13 15:53:21,2,"OPP, KPMG investigating fraud in Ontario COVID-19 relief program - The Globe and Mail https://t.co/5K8LVqxAgH",[]
StephenRaghu,,,127,8,1066,2020-02-15 09:53:21,2020-11-13 15:53:21,5,"A 25-member strong #Indian cricket team arrived in #Australia for a gruelling 2- month tour comprising of 3-ODI’s, 3-T20’s &amp;  4 Test matches. The team will go into a 2-week quarantine period during which they will train subject to clearing #COVID19 protocols.","[{'text': 'Indian', 'indices': [30, 37]}, {'text': 'Australia', 'indices': [62, 72]}]"
DA_magazine,District Administration offers solutions for school district management.,"Trumbull, Conn.",6908,7120,26768,2009-04-23 14:31:50,2020-11-13 15:53:21,1,How @MeridenK12 has made in-person learning possible by mitigating COVID-19 through creative approaches. #covid19 #meridenK12 ##ReopeningSchools https://t.co/nxV0xdQlEX via @DA_magazine,"[{'text': 'covid19', 'indices': [121, 129]}]"
JoeMamma0013,,"New Mexico, USA",367,65,13878,2017-10-06 22:25:25,2020-11-13 15:53:21,15,Elon Musk says he tested positive and negative for COVID-19! 😷 https://t.co/gDI9LhVupf,[]
primuspedis,,,123,24,968,2017-07-26 20:08:45,2020-11-13 15:53:20,108,"👉 https://t.co/a4jaAMZgaS 

We only found out about Covid-positive patients sent to care homes from FOI laws. 

Now it turns out Jeane Freeman wanted them halted so nothing could get out. 

The SNP try to shut down scrutiny at every turn. https://t.co/hYze19v84P",[]
tzDiscovery,Get live Tweets of current issues and share with friends,Tanzania,87442,116936,501323,2014-12-12 13:04:34,2020-11-13 15:53:20,3,"A year since the #NairobiSummit, #COVID19 has made us more innovative in our efforts to achieve the #3Zeros by 2030.

📖READ how Sarmin Akter continues to ensure safe deliveries in #Bangladesh as part of our Roving #Midwives programme: https://t.co/ScuHzL0cuM

#TheMarchContinues https://t.co/jawBg0ciIQ","[{'text': 'NairobiSummit', 'indices': [38, 52]}, {'text': 'COVID19', 'indices': [54, 62]}, {'text': '3Zeros', 'indices': [121, 128]}]"
TheMarcusGarret,"Debt Free or Die Trying™ #1 bestselling author on Amazon Kindle | Founder: Money Made Simple | Recovering Auditor, CIA | https://t.co/jkuZUPbqHU…",The Great State of Texas,667,1641,20072,2017-08-05 15:45:13,2020-11-13 15:53:20,0,"⚡️ “Now you can see the COVID-19 risk anywhere in the US, in real time” by @latimes https://t.co/E8GkVdLQXQ",[]
MzKit,A beautiful soul wrapped in a flawed human being. Biden Harris 2020!,,5000,2021,118831,2008-10-02 00:52:09,2020-11-13 15:53:20,2306,"Since the morning of Election Day, more Americans have died of #COVID19 (11,142) than the presidential vote margin in Arizona (11,034).

The fact that Trump is obsessed with the second number instead of the first one explains why he isn't getting a second term.","[{'text': 'COVID19', 'indices': [78, 86]}]"
KirkHaggerty,An American in Munich,"München, Deutschland",93,441,5088,2015-07-17 13:38:52,2020-11-13 15:53:20,1219,"Since the last time President Trump spoke publicly, 8 days ago (11/5):

947,319 new COVID-19 infections.

7,507 Americans have died from COVID-19.",[]
LifeForClimate,she/her; settler; ex-Historian; at-home parent; gentle parent; car free cyclist with kids; prolific walker; I believe climate justice is social justice,"Toronto, Ontario",2053,644,10364,2008-10-29 02:29:54,2020-11-13 15:53:20,4,"""My sense is it's quite possible that we're heading into the biggest food access crisis that the city's ever seen,"" Paul Taylor, executive director at @FoodShareTO...We've let our social safety net wither away,"" he said. 

https://t.co/Q3u80Kb33I",[]
Puff_daddi,Great in what I do,Koforidua,57,54,2357,2018-01-27 10:18:05,2020-11-13 15:53:20,5,2020 came with loads of deaths #Gidigidi please let’s do well to practice social distancing and use face masks 🎭 as we beat this virus 🦠 #COVID19 really worried 😟,"[{'text': 'Gidigidi', 'indices': [52, 61]}]"
kristiwelshies,"Surgeon. Animal lover. Avid reader. Mommy to my two naughty welsh springer spaniels, Dylan and Jamie. Hoping for a BLUE WAVE to right what is wrong.",,4993,3535,96638,2018-12-29 18:03:24,2020-11-13 15:53:20,1334,"📍DON’T CHASE SWEDISH HERD STRATEGY. As many know, 🇸🇪 took the careless “herd” strategy in spring to let the coronavirus run rampant. Huge #COVID19 deaths compared to its Nordic neighbors. But Swedish leaders claim they built herd &amp; will win in 2nd wave. Here is how it’s going: https://t.co/6Ofmn7eGZV",[]
Disgust43938079,Cannot believe the deterioration of this country since 2016!,,165,38,10181,2020-08-13 01:22:28,2020-11-13 15:53:20,182,"80 percent of those who died of Covid-19 in Texas county jails were never convicted of a crime

The “devastating human toll” of Covid-19 in Texas’s correctional facilities is revealed in a new report by University of Texas at Austin researchers. https://t.co/BPuhDqVpwq",[]
RDeckerWboy,Sports Reporter/Anchor at @WBOY12News. WVU Alum. WV native,"Clarksburg, WV",334,1170,12583,2018-05-15 20:30:46,2020-11-13 15:53:20,2,"COVID-19 UPDATE: The West Virginia Department of Health and Human Resources confirmed 742 new cases of COVID-19 and 11 additional deaths, including the deaths of one Ritchie County and one Barbour County resident, in its report on Friday.

https://t.co/MJXNEzs08v",[]
Garnet_and_gold,"MA from FSU, BA from VCU",,1774,216,8863,2012-01-21 11:59:11,2020-11-13 15:53:20,1301,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
ByThomasOToole,"Assistant Managing Editor for Sports @usatodaysports, former USAT College Editor, Wake Forest grad CrossFit",,695,1471,7018,2012-04-23 22:24:36,2020-11-13 15:53:20,1,"With No. 17 Coastal Carolina the latest to have a game postponed,  here's who is playing college football this weekend and who isn't (at least as of now): https://t.co/ZYjhH56WKr",[]
catcall1,"Artist/Author/Photos
Justice/Freedom/Equality
Truth 4 ALL. Sweet Sarcasm. 
Biden/Harris2020",,4990,4291,117468,2009-12-08 19:31:49,2020-11-13 15:53:20,347,BREAKING—Over 130 Secret Service officers who help protect the Trump WH have recently been ordered to isolate or quarantine because they tested positive for #COVID19 or had close contact with infected co-workers. The Trump superspreading events had a toll. https://t.co/aXQU7H7CfW,[]
BurlingtonFDN,"We help people give brilliantly, build legacies, address vital community needs and support areas of personal interest. #Givebrilliantly","Burlington, ON, Canada",2157,2857,4550,2009-05-06 15:35:28,2020-11-13 15:53:20,1,"Thru our Pandemic Response Fund Ph 3 grants, pleased to support Arts, Heritage &amp; Environment charities to enrich #BurlON community #COVID19.

💕$6,000 to @SOnLOpera so they can continue to passionately uplift our spirits thru virtual community concerts THANK U! @ColleenBurlFDN https://t.co/vad4xLrfiL","[{'text': 'BurlON', 'indices': [117, 124]}, {'text': 'COVID19', 'indices': [135, 143]}]"
WisTim55,Wordcrafter/Musician/Storyteller/Filmmaker Vi Veri Vniversum Vivus Vici #BlackLivesMatter #ApexLegends,412,184,201,70011,2015-01-09 21:35:30,2020-11-13 15:53:20,102,Germany's flagship airline has started testing passengers for #Covid19 under a new program it hopes will ensure passenger and crew safety and encourage more people to fly amid the pandemic https://t.co/Mp6VELcMW2,"[{'text': 'Covid19', 'indices': [77, 85]}]"
Iast3Ietters,Pluto is a planet.,,75,644,2457,2020-01-09 11:52:00,2020-11-13 15:53:20,5,"Both Pfizer and Moderna's covid-19 vaccines are based off of synthetic mRNA technology. What are mRNA vaccines and how do they work? This short video explains it well, as it differs from the usual flu vaccine (which usually uses an inactivated virus).  https://t.co/d1HTjKho9Z",[]
GailJ11409884,,,36,3,3750,2020-09-15 23:57:41,2020-11-13 15:53:20,3697,"80 percent of those who died of Covid-19 in Texas county jails were never convicted of a crime, a new report finds  https://t.co/EjLpTPPQ4E",[]
vagirl12366_d,There are not enough words. proud Democrat,,831,763,19152,2012-05-31 14:17:42,2020-11-13 15:53:20,1301,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
JulieFedup,"Nurse,, #bluewave #ridinwithbiden #resister #BLM. lover of reading anything and everything. Vikings Football fanatic NO DMs.   SD transplant to Minneapolis","Minneapolis, MN",6250,5684,88579,2020-04-15 00:15:31,2020-11-13 15:53:19,1,"No,  the vaccine happened in spite of @realDonaldTrump!

He ignored, denied and sabotaged the medical community in their response to #Covid.  

The @GOP and YOU have done NOTHING!  People are homeless and children are hungry.  The more you stonewall, the more people you hurt. https://t.co/tC3bYz5c6Y",[]
chicagotribune,Breaking news since 1847,"Chicago, IL",411,1127180,222402,2007-07-07 14:10:07,2020-11-13 15:53:19,5,"The number of patients being treated and hospitalized for COVID-19 continues to climb at Edward Hospital, with a record 93 patients as of Thursday morning https://t.co/BetMa7IkUh",[]
ReshiSakib,"Public Servant || Traveller || Trekker || Explorer || Exploring the Things ||
|| And love to help.","Srinagar ,Jammu And Kashmir",392,13,33,2011-01-19 09:30:04,2020-11-13 15:53:19,10,"Seeing people without masks in social and public spaces gives me shivers. 

Special Prayers for those who have forgotten that COVID is still around!!! 

Also for those who have contracted it despite precautions. 
#EventsatGanderbal  #MaskUpKashmir #COVID19",[]
ChefJawn,"chef,she/her. I'm not kind to pigs, Trump, or their supporters. Wear a fucking mask 😷",,557,247,7985,2020-03-06 03:17:03,2020-11-13 15:53:19,10,Health officials warn L.A. County could tighten restrictions https://t.co/EUGnGFmDUW,[]
ChalfontCoop,I will always give you great service with a smile 😊. All opinions given are my personal opinions and not those of the co-op group in anyway,United Kingdom,4040,1539,4018,2017-03-01 19:55:40,2020-11-13 15:53:19,2,Last night @DrSarahJarvis spoke about taking part in one of our COVID-19 vaccine trials on @BBCTheOneShow. @drmartaboffito explained how tightly the trials are regulated for patient safety. Sign up to take part at https://t.co/8siDnVzUMT https://t.co/PRHiNrv1Ln,[]
TXBlueWaveRider,"🌊🌏🇺🇲🇹🇷If U see 0 foIlowing. Im in Twittmo please dont unfollow it'll be restored Followed by Glenn Kirschner #BLM 🚫DM
#FBR #BidenHarris2020 #TuckFrump","Texas, USA",6967,6504,2927,2019-07-14 14:09:56,2020-11-13 15:53:19,6397,"My heart is broken. My 28-year old nephew, Jake, died from Covid-19 last night. I'm so angry! This didn't have to happen to a healthy, young man! Wear a damn mask!💔😢",[]
Max201xx,@Celtics • @Giants • @Max201xxx,,338,238,9452,2020-06-27 20:20:52,2020-11-13 15:53:19,0,@mymixtapez Covid 19 is a hoax,[]
laure_wynants,Assistant Professor Epidemiology @ Maastricht University / FWO post-doc fellow @ KU Leuven / Diagnostic and prognostic modeling / https://t.co/d9B1okaUXo,"Beringen, België",1106,2177,1185,2018-05-03 08:27:14,2020-11-13 15:53:19,0,"@onisillos Our new federal minister of health Vandenbroucke. Applauded for his decisive action to mitigate covid-19, shed a tear publicly during a press conference after a visit to the covid patients not the ICU unit. So men who show emotion without fear that they appear weak.",[]
nikki_mccurry,UNC Alumna. Educator. She/Her,North Carolina ,212,444,8494,2009-06-26 21:59:44,2020-11-13 15:53:19,88,"I worry that we have become numb to people dying.

#COVID19","[{'text': 'COVID19', 'indices': [67, 75]}]"
MaraOrChristine,"Disney fanatic, Genealogist, Adoptee & Animal Rights Activist / All adoptees should have their OBC’s / Animals don’t belong in cages or pools.",California,182,67,1278,2011-11-24 02:21:09,2020-11-13 15:53:18,1301,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
Neeru_Bahl,"Researcher~Archivist~Production Manager~Director's Assistant @TransparencyWS | Writer-Marketing Mgr https://t.co/Nv3zSGKagF~Reiki Healer-Tarot Reader|
Fmr NewsGram","New Delhi, India",674,1068,29414,2014-01-03 17:16:05,2020-11-13 15:53:18,0,"@tweetdkm @TilaiyanCKS From surprise days off to 30-hour workweeks, managers are devising ways to help employees; ‘How are you really, really doing?’

#Covid_19 #Humanresources
 https://t.co/861kvQmDBU","[{'text': 'Covid_19', 'indices': [151, 160]}, {'text': 'Humanresources', 'indices': [161, 176]}]"
QingFanzine,"Qing Fanzine intents to be an instrument of propaganda of frustrated minds that don’t feel represented in main stream media. And yes, we are faggots.",London,880,350,4420,2015-03-22 19:45:51,2020-11-13 15:53:18,37,"People refusing to get the Covid-19 Vax face being banned from pubs, restaurants and their places of work, according to Fascist PM contender.
Lt. Col. Tom Tugendhat MP has warned those who reject it may find it hard to return to normal life

This man is undoubtedly YOUR ENEMY https://t.co/SF4G6Gb6hv",[]
Footballnews090,"We provide you the latest Football news, rumors, etc. We are fast and always accurate. Follow Us and stay up to date on football news",United Kingdom,12,315,24903,2019-03-01 09:23:16,2020-11-13 15:53:18,0,Liverpool star Mo Salah tests positive for Covid-19 on international duty https://t.co/we8czfaWNu,[]
semonaco,Mom and Oregonians for Medical Freedom Board Member and activist.,"Oregon, USA",249,116,5434,2009-04-02 18:33:57,2020-11-13 15:53:18,1019,"The “90% efficacy rate” of the Pfizer vaccine is based off only 94 positive cases of COVID-19.

The final Pfizer analysis will be conducted after a grand total of 164 positive cases.

And then the plan is to vaccinate 500 million+ people in 2021.

Feels very very rushed to me.",[]
domgardner6,,,101,40,31798,2020-04-27 00:38:38,2020-11-13 15:53:18,1301,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
justaphotog5,,,144,194,3577,2015-11-18 02:56:31,2020-11-13 15:53:18,0,Sign language interpreter helps the deaf community understand COVID-19 briefings https://t.co/cLeuWrrsYG,[]
fragmentiert,"Laßt uns realistisch sein, das Unmögliche beanspruchen. Che Wer alte + kranke Menschen nur als Kostenfaktor sieht, der verachtet sie ! - Demenz-/Hospizbegleiter","Hannover, Germany ",759,521,57658,2014-08-19 06:10:51,2020-11-13 15:53:18,1,"#Lufthansa starts first trial run for #Covid-19 rapid tests 
Lufthansa is the latest #airline to start #testing some passengers for #Covid19 under a new program it hopes will ensur ... 
https://t.co/w12MP23K6k","[{'text': 'Lufthansa', 'indices': [18, 28]}, {'text': 'Covid', 'indices': [56, 62]}, {'text': 'airline', 'indices': [103, 111]}, {'text': 'testing', 'indices': [121, 129]}]"
Antifa_VP,Mechanical Engineer ⚙️ | EcoSocialist Activist🚩🏴♻️ | @PBP_NUIG/@pbpgalway ✊🏻 | @Catu_Galway 🏡 | @iww Ⓐ | @CuttherentNUIG 🏘️ | @con_allt,"Antifa HQ, Galway 🇮🇪| he/him",6720,7190,29273,2014-05-29 08:22:18,2020-11-13 15:53:18,1,"#RememberWhenFG Ignored NPHET public health advice during the pandemic

https://t.co/qgMd2teaPL","[{'text': 'RememberWhenFG', 'indices': [19, 34]}]"
msangelamack,Struggling writer. Pop culture & political junkie. she/her  #blacklivesmatter #blacktranslivesmatter.   #DefundThePolice,"Phoenix, AZ",1619,376,16864,2008-08-06 03:18:17,2020-11-13 15:53:18,1301,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
Jaimelynmorris,"writer, artist, Mom, performer, short person",New York City,246,164,5265,2009-03-27 05:15:48,2020-11-13 15:53:18,149,"#COVID19 is spreading at dinners. At sports. At sleepovers. At baby showers. At informal get-togethers. 

We're all fatigued. But this shows WE can stop the chain of transmission. 

* NB: Closing schools is a LAST RESORT. It's not spreading there.
https://t.co/4xipE3aKnc","[{'text': 'COVID19', 'indices': [17, 25]}]"
befishytoo,"private unstoppable mind machine, 
freelance writer
not in the mood for twitter, but fucking: corona",#Wellenbrecher,531,181,4723,2020-03-12 12:54:58,2020-11-13 15:53:18,6397,"My heart is broken. My 28-year old nephew, Jake, died from Covid-19 last night. I'm so angry! This didn't have to happen to a healthy, young man! Wear a damn mask!💔😢",[]
DenChamber,"The Denver Metro Chamber of Commerce is Colorado's business leadership, advocating for more than 3,000 businesses and their 400,000 employees.","Denver, Colorado",2458,24807,8394,2009-01-07 23:09:58,2020-11-13 15:53:18,0,"Even after #COVID19, people will be thinking about #health &amp; safety for years to come. @DENAirport created the free VeriFLY app to help travelers maximize safety w/ special transportation lanes, trains, temp checks and more. #infrastructure committee #DMCCPolicy https://t.co/sI2ctTtXHL","[{'text': 'COVID19', 'indices': [11, 19]}, {'text': 'health', 'indices': [51, 58]}, {'text': 'infrastructure', 'indices': [229, 244]}, {'text': 'DMCCPolicy', 'indices': [255, 266]}]"
wretched_idiot,100 years of me,"Chicago, IL",244,232,16265,2013-04-28 19:53:28,2020-11-13 15:53:18,137,80% of people who died from Covid-19 in Texas county jails were never convicted of a crime.  https://t.co/iDB0mcTTdE,[]
elletee43,"#TurnTexasBlue #BLM ""The vote is precious. It is almost sacred. It is the most powerful non-violent tool we have in a democracy."" ~John Lewis","Austin, TX",682,192,27901,2013-03-16 00:11:24,2020-11-13 15:53:17,48,"Medical tents have been set up outside two hospitals in Lubbock, TX, after the state became the first in the U.S. to surpass 1M cumulative COVID-19 cases. The United States’ third wave of COVID-19 is spiraling: Wednesday saw 144k new cases and more than 65k new hospitalizations https://t.co/AAQYWqNo7U",[]
TJohn_Tex,"Texan. My civil liberties don’t end where your FEAR/FEELINGS/IGNORANCE begin. MAGA 💯 Whoever controls the algorithm, controls reality🇺🇸","Texas, USA",4942,3232,46187,2010-09-09 19:14:52,2020-11-13 15:53:17,85,Elon Musk continues to cast doubt about 'bogus' COVID-19 test results https://t.co/Q9nBxpkst6 https://t.co/yio3vQgq2M,[]
KnightFpl,FPL Fanatic (OR 492 in 13/14)/Top 0.5% in last 5 seasons. Chelsea fan.,"Glasgow, Scotland",363,186,1152,2018-08-12 05:57:13,2020-11-13 15:53:17,156,Breaking: The Egyptian FA has confirmed Mohamed Salah has tested positive for COVID-19. https://t.co/frfhHc9NzS,[]
630CHED,News. Conversation. Live sports. Home of the @EdmontonOilers and the @EdmFootballTeam,Edmonton,1034,25897,117383,2009-03-03 19:12:19,2020-11-13 15:53:17,2,"Albertans who still aren’t following COVID-19 guidelines are not likely to change their ways, according to one sociologist.

https://t.co/djtVnBcz6i",[]
Bokin8888,"Focus on Far UVC 222nm technology Ushio Care222, and Innovative Biological spectrum products designing&manufacturing with partners: Furukawa /Ushio/Healthe",Shenzhen,1090,92,321,2020-03-07 05:02:08,2020-11-13 15:53:17,3,"Resetting The World 
With Wellness 
Far-UVC 222nm 
https://t.co/1fJ6JjeoZy",[]
svscarpino,"Networks, Complex Systems, Epidemiology, Evolution. Asst. Prof. @Northeastern; Complexity Fellow @ISI_Fondazione; External Faculty @sfiscience. he/him.","Boston, MA",1818,6218,16703,2014-02-07 20:25:44,2020-11-13 15:53:17,1,"“It’s one of the really tragic pieces, not having a second stimulus or a restaurant bailout,” Scarpino said. Proud to be interviewed alongside Mayor @JoeCurtatone on the worrying trends in MA and the desperate need for financial support to slow #COVID19.  https://t.co/BRxBYrGbm0","[{'text': 'COVID19', 'indices': [245, 253]}]"
IUONeillSchool,The O'Neill School at IU Bloomington is committed to preparing leaders and advancing knowledge for the greater good.,"Bloomington, Indiana",1735,5914,12293,2012-04-02 16:40:04,2020-11-13 15:53:17,3,"So awesome to hear comments from @IUONeillSchool PhD student @GraffMichelle on @Marketplace this morning!
https://t.co/wIbutMUC7L",[]
nafisahzulkifli,a bitch you can’t handle,,234,294,89731,2013-06-05 06:50:54,2020-11-13 15:53:17,4130,"Small wedding. 55 attendees.
Temperature taken at entrance. No fevers reported.

Later, 177 infected.
7 died — and they didn’t even attend the wedding. https://t.co/n0xsPCqMi2",[]
ChrisLancashir3,"Author #BeyondCourage: Memoir of my son #AndrewsStory #Chondroblastic #Osteosarcoma #SarcomaAngel #AYAcancer
Book trailer
https://t.co/439TD14rRn",,5001,2645,49449,2015-12-12 03:56:35,2020-11-13 15:53:17,213,"1/ True story of two personal friends- let's call them Jim &amp; Bob- &amp; #covid19. I share this not to shame but to say-- this is likely happening more than we are acknowledging because there is stigma associated with having #covid19 in many social circles. 

Short thread","[{'text': 'covid19', 'indices': [93, 101]}]"
AbagaelGiles,"digital producer at @vprnet | formerly @VTskiandride, @Vermont_Sports & @addyindy + The Sheet: News, Views & Culture of the Eastern Sierra | she/her","Burlington, VT",608,195,347,2018-06-06 19:58:54,2020-11-13 15:53:17,4,"On Friday, @healthvermont reports another 84 new cases of #COVID19 in #Vermont. 

That's after 109 new cases were reported Thursday.

Tune in at 11 to @vprnet for an update from the Scott Administration regarding the state's response to COVID-19: 

https://t.co/LDpd7aWeV8","[{'text': 'COVID19', 'indices': [70, 78]}, {'text': 'Vermont', 'indices': [82, 90]}]"
jennaniho,,"Mayaguez, Puerto Rico",16,5,173,2020-06-27 12:53:05,2020-11-13 15:53:17,271,"Working from home was intended to be a temporary measure in the early days of COVID-19. 

Now, with no clear end in sight, many employers are offering a perk that was once unthinkable: work from wherever you want — permanently. 

@byandreachang reports: https://t.co/x8TCQzO9mo",[]
LaurentOnline,"Passionate about local governments, public service and accountability. Dubito, ergo cogito, ergo sum.","Regina, Saskatchewan",517,340,940,2008-12-17 02:26:49,2020-11-13 15:53:17,0,"@coopsinregina @WeBuildSK No need to be concerned.  It is all under control. Premier Moe ""knows so much more"". Read: https://t.co/aoylCbPoqd",[]
FreyaEvenstar,"Forest dweller🌲, wildlife❤ Mom/Grandma,❤my Country🇺🇸, proud to #Resist-What's fair for One is fair for All-No One is Above the Law #VoteBlueNoMatterWho🌊🌊",,446,203,42700,2013-10-04 15:24:43,2020-11-13 15:53:17,1301,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
BillyKe40031151,"🔥Bills Mafia🔥
🇺🇸!!!KAG!!!MOLON LABE!!!Semper Fidelis!!!Not as Lean, Not as Mean - STILL a MARINE!!!#VeteransFirst #CodeofVets #2A #America #ProLife!!!🇺🇸","Springfield, VA",4963,3261,17046,2019-04-27 23:43:52,2020-11-13 15:53:17,117,"Do you personally know anyone that has contracted COVID-19? 

No names, just yes or no.",[]
